X,Y,Z
10.9530527934985,14.6163849031189,25.3111347551023
11.3072821793032,14.7163792816647,26.2572847606908
11.6323929994769,14.7130300711824,27.2333080768551
11.9209100449898,14.5982798784409,28.2214482725262
12.1654501736361,14.367247626944,29.2016549773511
12.3590514483329,14.0189390622347,30.1523424598119
12.4955292136753,13.5567477847042,31.0513882197201
12.5698320617461,12.9886557469104,31.877301080924
12.5783657493102,12.3270700276561,32.6104513525107
12.5192521959812,11.5882771366464,33.2342318929813
12.3924946097363,10.7915500098439,33.736016018174
12.2000284870158,9.95799538830539,34.1077994601517
11.9456505590909,9.10926870103963,34.3464562702806
11.6348316398423,8.26630083135956,34.4535941089424
11.2744322943274,7.44817273051424,34.4350507488064
10.8723500356685,6.67124282144517,34.3001189542241
10.4371318950605,5.94858690169425,34.060612905895
9.97758630310748,5.28976161174906,33.7298933302373
9.50242392336467,4.70086038870759,33.3219533120132
9.01994977569102,4.18480172123635,32.8506390262143
8.53782034738064,3.74177571557002,32.3290471734936
8.06287094911554,3.36977497437024,31.7691105842842
7.60101145145242,3.06514575022132,31.181359762007
7.15718333834306,2.82311069890436,30.5748329101445
6.73536786480634,2.63823126682336,29.9570999071846
6.338633789464,2.50479291747501,29.334365099458
5.96921326233616,2.41710845785646,28.7116175111614
5.62859552147116,2.36974318859705,28.0928030649507
5.31762966325333,2.35767073214829,27.4810000473608
5.03662956163291,2.37637083707937,26.8785852655033
4.7854757829547,2.42188097096494,26.2873835438672
4.563710930344,2.49081279907118,25.7087971971104
4.37062618357657,2.58034326140669,25.143914924994
4.20533785827497,2.68818830860075,24.5936013789787
4.0668536063215,2.81256569679072,24.0585696659571
3.95412844939545,2.952151720604,23.5394395007302
3.86611121828024,3.10603544954178,23.0367837837276
3.8017822009268,3.2736729437435,22.551166213187
3.76018291744299,3.45484304782824,22.0831722509195
3.74043897010733,3.6496056691716,21.6334354224215
3.74177688533982,3.85826290718328,21.202660592065
3.76353579105966,4.08132298061804,20.7916455379661
3.80517467104036,4.31946657128688,20.4013018694362
3.86627581781994,4.57351493938539,20.0326760828442
3.94654497435618,4.844398947024,19.6869713325453
4.04580851640636,5.13312793572244,19.3655702909425
4.16400788521746,5.44075722813441,19.0700592711854
4.3011913349626,5.76835285594475,18.8022535704288
4.45750291219445,6.11695195138089,18.5642237417322
4.63316843602662,6.48751708148324,18.3583221972284
4.82847809892251,6.88088266180624,18.1872091609136
5.04376516123492,7.29769147859196,18.0538765018033
5.279380072517,7.73831930693765,17.961667362916
5.53565922691097,8.20278568403533,17.9142887372397
5.81288746104989,8.6906491476447,17.9158132150282
6.11125334954051,9.20088576995505,17.9706650397239
6.43079637182318,9.73175072012651,18.0835843921681
6.7713451511104,10.2806240124489,18.2595625478712
7.13244624773084,10.8438436932753,18.5037393579594
7.51328348210506,11.4165326357881,18.8212536181519
7.91258853030397,11.9924289531436,19.2170366522475
8.32854464101654,12.5637348139504,19.6955403171545
8.75868681656947,13.1210039721452,20.260393229705
9.19980369744797,13.6530941386977,20.9139839931912
9.64784863998202,14.1472155531153,21.6569782007144
10.0978699292591,14.5891103942174,22.4877874131682
10.543972432844,14.96339714494,23.4020230146883
10.9793248174655,15.2541075131629,24.3919847899986
11.3962270986237,15.445428927356,25.4462509300903
11.7862520443343,15.5226417162455,26.5494491934404
12.140470109703,15.4732073854183,27.6822931588484
12.4497606846664,15.2879262277167,28.8219576020106
12.70520255547,14.9620454514142,29.9428389854844
12.8985244418324,14.4961725060508,31.0177002148761
13.0225839903003,13.8968426789858,32.0191378032393
13.0718331324527,13.1766133492228,32.9212449940339
13.042721971088,12.3536114819173,33.7012913145895
12.9339945737565,11.4505392830215,34.3412131590762
12.7468391810308,10.4932300655522,34.8287222407253
12.4848714950759,9.50892200880904,35.1578904639845
12.1539501839139,8.5244626657425,35.3291509616158
11.7618445906798,7.56466068645508,35.3487468712375
11.3177918156574,6.65096384718962,35.2277402242087
10.8319907817427,5.80057576276287,34.9807456772425
10.3150833023109,5.02604576806558,34.6245696636142
9.77766715211872,4.33529566846547,34.176917344149
9.22987576692508,3.7319964460708,33.6552879094518
8.68104621514494,3.21618289361795,33.0761270139102
8.13948412759173,2.78499266559943,32.4542558387659
7.61232329627153,2.43343190146632,31.8025577950784
7.10546971680745,2.15509436689127,31.1318796201365
6.62361517258788,1.94278785269853,30.4510930073443
6.17030366429561,1.78904542532501,29.7672629393985
5.74803438155508,1.68651749907124,29.0858757332961
5.3583867234387,1.62825301239228,28.4110899132548
5.00215541435233,1.60788489743082,27.7459837338875
4.6794865051148,1.61973777474997,27.0927828107628
4.3900076455824,1.65887572476528,26.4530590706263
4.13294826860986,1.72110624939736,25.8278979175713
3.90724715534166,1.80295402218191,25.2180343028021
3.71164625579278,1.90161532272806,24.6239606369028
3.5447706576988,2.0149015107721,24.046010589456
3.40519529219258,2.14117768834009,23.4844231432967
3.29149940299727,2.27930088219832,22.939391104844
3.20231004801394,2.42856064167272,22.4110978388861
3.13633600115387,2.58862384399572,21.8997454494547
3.09239342071099,2.75948467305628,21.4055770665893
3.06942458155644,2.94142012996067,20.9288953791269
3.06651085662982,3.13495099302685,20.4700791043377
3.08288099632853,3.34080782646373,20.0295987151962
3.11791560467516,3.55990140470906,19.6080324523438
3.17114855652188,3.79329674394058,19.2060834205415
3.2422659452276,4.04218979018391,18.8245983951974
3.33110299746962,4.30788568590442,18.4645888282269
3.43763924155957,4.59177740885472,18.1272544279765
3.56199206692299,4.89532343616245,17.8140095782936
3.70440866344605,5.22002292387781,17.5265127388789
3.8652561777894,5.56738670113239,17.2666988125837
4.04500976691916,5.93890215610094,17.0368142521028
4.24423806464205,6.33598984068711,16.8394543813111
4.46358540330303,6.75994935235362,16.6776019932082
4.70374995005928,7.21189178578967,16.5546657197816
4.96545672804169,7.69265582084447,16.4745159072391
5.24942430424941,8.20270438497792,16.4415147290529
5.55632375146655,8.74199888662793,16.4605359884205
5.88672835303122,9.30984838681371,16.5369684734651
6.24105245122036,9.9047319327968,16.676694834611
6.61947789228377,10.5240938438316,16.88603581039
7.02186676269616,11.1641142872841,17.1716473820012
7.44765963193789,11.819461315307,17.5403563718059
7.89575942686492,12.4830359330688,17.9989185918454
8.36440248390381,13.1457289219817,18.553683614981
8.85102037569164,13.7962169858332,19.2101525766332
9.35209886968229,14.4208358222475,19.9724213560961
9.86304384216188,15.0035777555585,20.8425123706683
10.3780679803373,15.5262694774862,21.819615164396
10.8901162581474,15.9689880449385,22.8992793486208
11.3908517569472,16.3107664914538,24.072632100172
11.8707253680677,16.5306198900042,25.3257228345112
12.319151936173,16.608885231657,26.6391233761696
12.72481010725,16.5288139291336,27.9879236779052
13.0760725197739,16.2782893105522,29.3422503372594
13.3615569234176,15.8514751285672,30.6683891951721
13.5707686942497,15.2501530418981,31.9305119969675
13.6947841615511,14.4844977127847,33.0928990592213
13.7269067786747,13.5730833413457,34.1224362034265
13.6632195593554,12.5420178974318,34.9910751216583
13.502961367841,11.4232453210619,35.6779122632532
13.2486728511861,10.252208616648,36.1705809230648
12.9060875567514,9.06518729589488,36.4657616872103
12.4837791730392,7.89667700419807,36.5687717651061
11.9926091634608,6.77715329388119,36.4923530293627
11.4450432331484,5.73146638332054,36.2549007503941
10.8544157369683,4.77798011678815,35.8784334752918
10.2342177512456,3.92843396558239,35.3865946248727
9.59746995951734,3.18840294922839,34.8029134049672
8.95622061341407,2.55817292118972,34.1494626419424
8.32118676625904,2.03383776646033,33.4459604399727
7.70153779193041,1.60844930816009,32.7092898993502
7.10480620606374,1.27309419737611,31.9533650307446
6.53690260295423,1.01782013412644,31.1892510503293
6.00220846457591,0.832376290384803,30.4254476150794
5.5037213886799,0.706764742366601,29.6682565670204
5.04323047588222,0.631620136313142,28.922174383243
4.62150394869024,0.598445285496564,28.1902686604072
4.23847561695481,0.599733550730088,27.4745145894012
3.89342096930714,0.629007363134572,26.7760802212732
3.58511716311381,0.680798300455921,26.0955582770746
3.311983917019,0.750589280967946,25.4331478350192
3.07220431774854,0.834734652317495,24.7887922073197
2.86382593850346,0.930369728635402,24.1622804708227
2.68484355394194,1.035317860471,23.5533201003211
2.53326524718039,1.14800041725315,22.9615874764833
2.40716394241815,1.26735303640498,22.3867620568339
2.30471644758721,1.39275002716711,21.8285489380655
2.22423201996638,1.52393778869995,21.28669353643
2.16417232188584,1.66097740302155,20.760991239051
2.12316444746022,1.80419610504761,20.2512941584698
2.10000849797499,1.95414704502389,19.7575165553501
2.09368097837759,2.11157659033861,19.2796400657658
2.10333508977063,2.27739832484465,18.8177195594881
2.12829880823101,2.45267286535128,18.3718902424082
2.16807147114749,2.63859260521278,17.9423764792278
2.22231943901719,2.83647049750142,17.5295027338463
2.29087126227867,3.04773199218594,17.1337069893172
2.37371265727986,3.27390923237091,16.7555570042092
2.4709814801208,3.51663658462356,16.395769777009
2.58296277851844,3.77764651894748,16.0552346152671
2.71008389614796,4.05876475637536,15.7350402321083
2.85290949679059,4.36190345752816,15.4365063090936
3.0121362622768,4.68905102458527,15.1612199585663
3.18858689343805,5.04225682257826,14.9110774740206
3.38320290147928,5.42360878497241,14.6883316515617
3.59703551254143,5.83520144628642,14.4956447692405
3.83123381501026,6.27909143853146,14.3361469838122
4.0870290522879,6.75723690435411,14.2134993933586
4.36571369989528,7.27141663823503,14.1319602512152
4.66861366484449,7.82312411181308,14.0964517172702
4.99705161296779,8.41343095083833,14.1126229970195
5.35229908164435,9.04281404402332,14.186903637019
5.73551470131244,9.71094048922444,14.3265380117812
6.14766558142602,10.4164053331776,14.539588577052
6.58942879806652,11.1564189778024,14.8348912814836
7.06107007506024,11.926444791368,15.2219417804088
7.56229735219539,12.719793589041,15.7106862027761
8.09208821212343,13.5271910095247,16.3111860154121
8.64849236980277,14.3363470871884,17.0331244129039
9.22841391407417,15.131574768889,17.8851237603654
9.82738298731724,15.8935251169521,18.8738528021125
10.4393331979471,16.5991292607018,20.0029220055832
11.0564090558514,17.2218562582096,21.2715987230076
11.6688363279833,17.7324044737754,22.6734224264276
12.2648958853043,18.0999317456182,24.1948620063574
12.8310459222603,18.2938853861769,25.8142237073236
13.3522352142331,18.2864086105084,27.5010732718025
13.8124380558166,18.0551757641604,29.2164551885178
14.1954174605192,17.5863604571488,30.9141487259968
